"likes","page_name","video_length","total_interactions","post_views"
67,"DW Music","00:00:35","98",1416
67,"DW Music","00:00:15","147",767
67,"DW Music","00:00:15","148",803
67,"DW Music","00:00:15","148",796
67,"DW Business","00:00:21","95",991
67,"DW Music","00:00:15","145",758
67,"DW Music","00:00:15","148",814
67,"DW Business","00:00:21","95",993
67,"DW Music","00:00:35","98",1434
66,"FRANCE 24","00:00:48","71",1626
66,"DW Music","00:00:38","100",2211
66,"DW Culture","00:00:29","124",1610
65,"DW Business","00:00:50","18",512
65,"DW Business","00:00:21","93",980
65,"DW Euromaxx","00:00:34","93",2261
65,"DW Travel","00:00:06","82",1443
65,"DW Culture","00:00:29","123",1598
65,"DW Euromaxx","00:00:34","93",2264
65,"DW Music","00:00:38","121",3447
65,"DW Reise","00:00:07","80",2624
65,"DW Culture","00:00:29","123",1536
65,"DW Reise","00:00:07","80",2631
65,"DW Culture","00:00:29","124",1665
65,"DW Reise","00:00:07","80",2621
65,"DW Travel","00:00:06","82",1482
65,"DW Culture","00:00:29","123",1594
65,"DW Reise","00:00:07","80",2629
65,"DW Travel","00:00:06","82",1476
65,"DW Euromaxx (Deutsch)","00:00:41","117",1000
65,"DW Music","00:00:15","142",735
65,"DW Travel","00:00:06","82",1499
65,"DW Reise","00:00:07","80",2633
65,"DW Music","00:00:50","117",2442
65,"DW Music","00:00:50","116",2253
65,"DW Reise","00:00:07","80",2626
65,"DW Reise","00:00:07","95",930
65,"DW Reise","00:00:07","80",2620
65,"DW Euromaxx (Deutsch)","00:00:41","115",996
65,"DW Euromaxx (Deutsch)","00:00:41","114",992
64,"DW Euromaxx","00:00:34","91",2204
64,"DW Euromaxx","00:00:34","91",2212
64,"DW Music","00:00:50","114",2193
64,"DW Euromaxx","00:00:34","91",2235
64,"DW Travel","00:00:07","94",919
64,"DW Euromaxx (Deutsch)","00:00:33","141",3670
64,"DW Travel","00:00:07","94",920
64,"DW Culture","00:00:35","20",732
64,"DW Reise","00:00:10","104",1033
64,"DW Euromaxx","00:00:34","91",2250
64,"DW Travel","00:00:07","93",911
64,"RTP","00:00:30","23",725
64,"DW Travel","00:00:07","93",913
64,"DW Culture","00:00:29","122",1560
64,"DW Culture","00:00:29","122",1578
64,"DW Travel","00:00:24","83",1320
64,"DW Culture","00:00:29","122",1567
64,"DW Travel","00:00:07","94",921
63,"RTP","00:00:31","11",526
63,"Noizz Food","00:00:50","18",3040
63,"Onet","00:00:49","17",1739
63,"DW Travel","00:00:30","94",3367
63,"Noizz Food","00:00:44","15",4095
63,"RTP","00:00:33","81",2108
63,"NOIZZ.pl","00:00:32","12",1101
63,"DW Deutsche Welle","00:00:43","17",498
63,"DW Music","00:00:29","121",1069
63,"Noizz Food","00:00:44","14",3496
63,"Onet Sport","00:00:27","9",1714
63,"DW Reise","00:00:40","104",624
63,"DW Music","00:00:38","118",3074
63,"DW Euromaxx","00:00:34","89",2187
63,"RTP","00:00:27","17",509
63,"DW Music","00:00:38","118",2881
63,"Noizz Food","00:00:45","16",3169
63,"Noizz Food","00:00:35","16",2910
63,"ZEIT ONLINE","00:00:17","19",1305
63,"RTP","00:00:19","10",870
62,"DW Travel","00:00:30","93",3274
62,"DW Travel","00:00:30","93",2880
62,"RTP","00:00:18","43",1228
62,"DW Travel","00:00:06","78",1166
62,"DW Travel","00:00:30","93",2924
62,"DW Euromaxx (Deutsch)","00:00:34","74",42620
62,"DW Travel","00:00:30","93",3192
62,"RTP","00:00:18","43",1226
62,"DW Reise","00:00:40","127",2366
62,"DW Euromaxx (Deutsch)","00:00:34","74",42578
62,"DW Euromaxx (Deutsch)","00:00:34","74",42617
62,"DW Euromaxx (Deutsch)","00:00:34","74",42600
62,"DW Euromaxx (Deutsch)","00:00:34","74",42614
62,"DW Music","00:00:50","110",1745
62,"DW Travel","00:00:24","80",1267
62,"DW Travel","00:00:30","93",3263
61,"DW Travel","00:00:10","87",739
61,"DW Music","00:00:18","108",1183
61,"DW Travel","00:00:10","87",738
61,"DW Travel","00:00:10","87",731
61,"DW Travel","00:00:10","87",741
61,"DW Travel","00:00:30","92",2874
61,"DW Travel","00:00:06","77",1292
61,"DW Travel","00:00:10","87",733
61,"DW Travel","00:00:13","96",2064
60,"DW Music","00:00:25","136",641
60,"RTP","00:00:10","20",835
60,"RTP","00:00:38","11",831
60,"DW Travel","00:00:09","90",853
60,"DW Euromaxx (Deutsch)","00:00:30","87",4763
60,"RTP","00:00:27","18",710
59,"DW Euromaxx (Deutsch)","00:00:29","116",1284
59,"DW Euromaxx (Deutsch)","00:00:29","115",1271
59,"DW Euromaxx (Deutsch)","00:00:34","70",38246
59,"DW Euromaxx (Deutsch)","00:00:29","115",1262
59,"DW Music","00:00:38","111",2327
59,"DW Music","00:00:25","134",626
59,"DW Euromaxx (Deutsch)","00:00:29","116",1283
59,"DW Euromaxx (Deutsch)","00:00:29","140",2387
59,"DW Euromaxx (Deutsch)","00:00:29","116",1286
59,"DW Culture","00:00:29","115",1496
59,"DW Euromaxx (Deutsch)","00:00:29","139",2307
59,"DW Euromaxx","00:00:43","110",3975
59,"DW Euromaxx (Deutsch)","00:00:29","115",1277
58,"RTP","00:00:42","87",1863
58,"DW Travel","00:00:07","83",490
58,"DW Music","00:00:25","131",596
58,"RTP","00:00:42","86",1869
58,"DW Travel","00:00:07","83",486
58,"DW Music","00:00:41","106",776
58,"DW Music","00:00:50","96",1521
58,"DW Travel","00:00:07","83",494
58,"DW Travel","00:00:07","83",481
57,"DW Reise","00:00:06","78",1101
57,"DW Music","00:00:25","96",1322
57,"RTP","00:00:42","85",1853
57,"DW Travel","00:00:07","82",436
57,"DW Euromaxx (Deutsch)","00:00:29","111",1247
57,"DW Euromaxx (Deutsch)","00:00:29","137",2231
57,"DW Music","00:00:25","96",1342
57,"DW Music","00:00:25","96",1330
57,"DW Travel","00:00:07","82",453
57,"RTP","00:00:42","85",1857
57,"RTP","00:00:42","85",1852
57,"DW Euromaxx (Deutsch)","00:00:34","68",34728
57,"DW Music","00:00:25","96",1326
57,"DW Music","00:00:25","96",1325
57,"DW Reise","00:00:06","78",1059
57,"DW Reise","00:00:06","78",1094
57,"DW Euromaxx","00:00:40","153",3607
57,"DW Reise","00:00:06","78",1093
57,"DW Travel","00:00:07","82",470
57,"DW Culture","00:00:43","77",3539
56,"Noizz Food","00:00:45","12",2823
56,"Onet Styl Życia","00:00:40","8",3234
56,"Noizz Food","00:00:39","12",2464
56,"DW Travel","00:00:24","74",1186
56,"DW Music","00:00:32","106",671
56,"RTP","00:00:38","44",1531
56,"DW Stories","00:00:44","48",1252
56,"RTP","00:00:27","12",375
56,"DW Music","00:00:23","40",848
56,"DW Euromaxx","00:00:29","113",1605
56,"DW Polski","00:00:25","18",454
56,"ZEIT ONLINE","00:00:20","8",1043
56,"RTP","00:00:27","10",509
56,"Noizz Food","00:00:47","15",3846
56,"Noizz Food","00:00:50","10",3003
56,"Noizz Food","00:00:37","10",5367
56,"RTP","00:00:49","16",425
56,"DW Music","00:00:23","40",851
56,"ZEIT ONLINE","00:00:20","11",551
55,"DW Music","00:00:38","105",1838
55,"DW Music","00:00:26","117",1001
55,"DW Music","00:00:26","117",1007
55,"DW Music","00:00:26","117",998
55,"DW Music","00:00:50","90",1230
55,"DW Music","00:00:28","157",1901
55,"NOIZZ.pl","00:00:49","16",1065
54,"RTP","00:00:32","66",1784
54,"DW Music","00:00:37","95",904
54,"DW Music","00:00:37","95",865
54,"DW Music","00:00:42","47",359
54,"DW Music","00:00:37","95",875
54,"DW Reise","00:00:15","95",2893
54,"RTP","00:00:33","71",1260
54,"DW Reise","00:00:15","95",2900
54,"DW Reise","00:00:15","95",2895
54,"DW Reise","00:00:13","80",1327
54,"RTP","00:00:33","71",1255
54,"RTP","00:00:33","71",1251
54,"RTP","00:00:33","71",1253
54,"RTP","00:00:33","71",1249
54,"RTP","00:00:32","66",1786
53,"DW Reise","00:00:15","94",2882
53,"DW Reise","00:00:06","74",973
53,"DW Culture","00:00:29","109",1326
52,"RTP","00:00:42","67",1571
52,"DW Reise","00:00:07","74",655
52,"RTP","00:00:42","67",1575
52,"NOIZZ.pl","00:00:46","19",1268
52,"RTP","00:00:42","67",1591
52,"DW Travel","00:00:24","70",1149
52,"RTP","00:00:33","61",1871
52,"RTP","00:00:33","61",1878
52,"DW Reise","00:00:39","64",491
52,"DW Reise","00:00:39","64",494
52,"Noizz Food","00:00:35","35",12824
52,"DW Reise","00:00:39","64",490
52,"DW Reise","00:00:05","87",976
52,"DW Culture","00:00:40","76",673
52,"RTP","00:00:42","67",1576
52,"DW Reise","00:00:15","92",2820
52,"DW Music","00:00:37","93",813
52,"DW Music","00:00:37","93",825
52,"DW Reise","00:00:15","93",2875
52,"DW Reise","00:00:15","93",2877
52,"RTP","00:00:42","67",1570
52,"DW Travel","00:00:41","85",984
51,"DW Music","00:00:37","90",788
51,"DW Music","00:00:29","30",573
51,"RTP","00:00:33","60",1870
51,"DW Music","00:00:29","30",571
50,"DW Travel","00:00:39","75",662
50,"RTP","00:00:32","69",1579
50,"RTP","00:00:32","69",1580
50,"RTP","00:00:38","11",693
50,"RTP","00:00:32","69",1576
50,"DW Reise","00:00:06","70",873
50,"DW Music","00:00:43","75",688
50,"RTP","00:00:33","59",1858
50,"DW Travel","00:00:39","75",663
49,"ZEIT ONLINE","00:00:20","7",881
49,"ZEIT ONLINE","00:00:20","7",1216
49,"DW Reise","00:00:30","79",3563
49,"DW Reise","00:00:30","79",3533
49,"RTP","00:00:36","10",765
49,"DW Euromaxx","00:00:29","68",2183
49,"DW Music","00:00:37","88",750
49,"DW Polski","00:00:49","15",520
49,"Noizz Food","00:00:47","9",3987
49,"DW Reise","00:00:30","79",3544
49,"Noizz Food","00:00:32","9",5659
49,"Onet Sport","00:00:42","57",2500
49,"ZEIT ONLINE","00:00:20","8",1388
49,"DW Travel","00:00:06","60",911
49,"DW Polski","00:00:30","13",407
49,"DW Reise","00:00:30","79",3527
49,"Noizz Food","00:00:50","9",3195
49,"ZEIT ONLINE","00:00:20","7",887
49,"DW Reise","00:00:34","65",1072
49,"Noizz Food","00:00:41","14",3847
49,"DW Reise","00:00:30","79",3566
49,"RTP Play","00:00:27","8",323
49,"DW Polski","00:00:31","16",278
49,"ZEIT ONLINE","00:00:20","7",807
49,"DW Reise","00:00:30","79",3574
49,"DW Reise","00:00:30","79",3518
48,"DW Euromaxx (Deutsch)","00:00:47","64",2729
48,"DW Reise","00:00:40","66",849
48,"DW Euromaxx (Deutsch)","00:00:32","44",641
48,"DW Travel","00:00:24","66",1057
48,"DW Euromaxx (Deutsch)","00:00:23","25",1875
48,"DW Reise","00:00:07","45",701
48,"RTP","00:00:30","23",726
48,"NOIZZ.pl","00:00:45","10",1053
48,"DW Travel","00:00:35","74",1942
48,"DW Reise","00:00:05","81",861
48,"DW Travel","00:00:24","66",1077
47,"DW Travel","00:00:35","72",1747
47,"RTP","00:00:30","69",1854
47,"DW Română","00:00:45","71",1286
46,"DW Euromaxx (Deutsch)","00:00:36","59",23625
46,"DW Euromaxx (Deutsch)","00:00:36","59",23627
46,"DW Polski","00:00:44","102",6825
45,"DW Music","00:00:23","111",461
45,"DW Music","00:00:27","64",436
45,"RTP","00:00:30","67",1846
45,"DW Music","00:00:23","110",452
45,"RTP","00:00:28","20",694
45,"DW Music","00:00:23","110",454
45,"DW Music","00:00:38","73",1430
45,"DW Music","00:00:27","64",430
45,"DW Română","00:00:45","68",1158
45,"DW Music","00:00:27","64",431
45,"RTP","00:00:22","64",1036
45,"DW Music","00:00:23","109",434
45,"RTP","00:00:22","64",1037
45,"RTP","00:00:30","67",1845
45,"RTP","00:00:20","34",1433
45,"DW Music","00:00:23","110",441
44,"DW Deutsche Welle","00:00:34","15",631
44,"DW Music","00:00:27","63",426
44,"DW Music","00:00:25","107",449
44,"DW Music","00:00:27","62",429
44,"DW Euromaxx (Deutsch)","00:00:43","89",9402
44,"Onet Wiadomości","00:00:50","86",1788
43,"RTP","00:00:36","56",1542
43,"DW Music","00:00:32","71",2071
43,"RTP","00:00:36","56",1539
43,"DW Music","00:00:30","55",2302
43,"RTP","00:00:36","57",1554
43,"RTP","00:00:36","57",1557
43,"DW Music","00:00:30","55",2430
43,"Onet Sport","00:00:34","46",2253
43,"DW Music","00:00:30","55",2427
43,"RTP","00:00:36","57",1552
43,"DW Music","00:00:30","55",2411
43,"DW Music","00:00:32","71",1936
43,"DW Music","00:00:30","55",2428
43,"RTP","00:00:36","56",1546
43,"RTP","00:00:36","56",1541
43,"DW Music","00:00:23","105",417
43,"DW Music","00:00:30","55",2433
43,"DW Music","00:00:30","55",2431
43,"DW Music","00:00:32","71",1914
42,"DW Euromaxx (Deutsch)","00:00:26","74",2117
42,"DW Music","00:00:23","104",395
42,"RTP","00:00:50","30",796
42,"NOIZZ.pl","00:00:42","11",688
42,"DW Music","00:00:32","70",1714
42,"DW Reise","00:00:05","70",713
42,"DW Travel","00:00:08","56",710
42,"DW Travel","00:00:50","59",793
42,"RTP","00:00:35","24",704
42,"DW Reise","00:00:10","63",1614
42,"DW Music","00:00:32","70",1697
42,"NOIZZ.pl","00:00:41","8",912
42,"RTP Play","00:00:45","28",1226
42,"DW Euromaxx (Deutsch)","00:00:26","74",2111
42,"Onet Sport","00:00:25","6",1958
42,"RTP","00:00:25","52",1748
42,"NOIZZ.pl","00:00:44","8",1073
42,"DW Polski","00:00:28","15",422
42,"Noizz Food","00:00:48","8",3202
42,"Noizz Food","00:00:49","73",13591
42,"Noizz Food","00:00:46","13",3490
42,"DW Euromaxx (Deutsch)","00:00:26","74",2091
42,"NOIZZ.pl","00:00:45","7",562
42,"Noizz Food","00:00:50","27",5345
42,"RTP","00:00:25","53",1747
42,"Onet Styl Życia","00:00:29","7",631
42,"NOIZZ.pl","00:00:32","13",1287
42,"DW Euromaxx (Deutsch)","00:00:26","74",2107
42,"RTP","00:00:20","7",476
41,"DW Music","00:00:32","69",1592
41,"DW Reise","00:00:09","52",527
41,"RTP","00:00:30","60",1663
41,"RTP","00:00:46","53",1067
41,"DW Music","00:00:32","69",1651
40,"DW Euromaxx (Deutsch)","00:00:29","16",941
40,"DW Bundesliga Kick off","00:00:47","56",420
40,"DW Euromaxx","00:00:23","47",3936
40,"RTP","00:00:28","70",1392
40,"DW Reise","00:00:06","56",648
40,"DW Music","00:00:38","76",992
40,"RTP","00:00:49","29",827
40,"DW Bundesliga Kick off","00:00:47","56",421
39,"DW Music","00:00:42","122",1045
39,"DW Stories","00:00:41","70",1504
39,"DW Euromaxx","00:00:23","46",3915
39,"DW Română","00:00:45","60",812
39,"DW Euromaxx","00:00:23","46",3922
39,"DW Music","00:00:42","121",1035
39,"DW Music","00:00:42","121",1033
39,"DW Music","00:00:42","122",1041
39,"DW Culture","00:00:29","90",849
39,"RTP","00:00:30","56",1491
39,"Onet Sport","00:00:42","49",1555
39,"DW Euromaxx","00:00:29","51",2229
39,"DW Music","00:00:42","122",1048
39,"DW Music","00:00:42","122",1049
39,"DW Euromaxx","00:00:23","46",3904
39,"DW Euromaxx","00:00:23","46",3911
39,"DW Music","00:00:42","122",1050
39,"DW Music","00:00:28","112",1364
39,"RTP","00:00:46","51",991
38,"RTP","00:00:32","23",744
38,"DW Music","00:00:28","106",1229
38,"DW Euromaxx (Deutsch)","00:00:26","69",2000
38,"DW Deutsch","00:00:25","54",1224
38,"DW Deutsch","00:00:25","54",1215
38,"RTP","00:00:10","47",1348
38,"RTP","00:00:32","23",743
38,"DW Deutsch","00:00:25","54",1219
38,"DW Music","00:00:28","110",1291
38,"RTP","00:00:10","47",1349
38,"DW Music","00:00:28","110",1319
38,"DW Stories","00:00:41","69",1497
38,"RTP","00:00:10","47",1345
38,"DW Stories","00:00:41","69",1500
38,"DW Deutsch","00:00:25","54",1223
37,"RTP","00:00:26","65",1242
36,"DW Reise","00:00:07","47",345
36,"RTP","00:00:26","64",1263
36,"RTP","00:00:33","41",1898
36,"DW Reise","00:00:07","47",342
36,"RTP","00:00:45","50",1340
36,"DW Reise","00:00:07","50",564
36,"RTP","00:00:33","41",1892
36,"DW Polski","00:00:35","12",363
36,"Noizz Food","00:00:45","20",8761
36,"RTP","00:00:33","41",1893
36,"DW Reise","00:00:07","47",350
36,"DW Reise","00:00:28","49",454
36,"RTP","00:00:26","64",1278
36,"RTP","00:00:45","50",1323
36,"RTP","00:00:45","50",1332
36,"DW Reise","00:00:07","50",566
36,"DW Music","00:00:29","18",368
36,"RTP","00:00:45","50",1311
36,"RTP","00:00:45","50",1350
36,"DW Music","00:00:29","18",367
35,"RTP","00:00:32","40",866
35,"RTP","00:00:46","47",917
35,"RTP","00:00:32","40",853
35,"DW Travel","00:00:28","47",563
35,"DW Business","00:00:49","54",590
35,"RTP","00:00:27","5",364
35,"DW Music","00:00:28","102",1181
35,"RTP","00:00:32","40",862
35,"DW Euromaxx (Deutsch)","00:00:26","65",1872
35,"DW Business","00:00:49","54",605
35,"DW Reise","00:00:28","48",422
35,"RTP","00:00:32","40",857
35,"Noizz Food","00:00:48","8",2346
35,"RTP","00:00:32","40",860
35,"DW Business","00:00:49","54",594
35,"RTP","00:00:38","9",764
35,"Onet Sport","00:00:30","5",825
35,"ZEIT ONLINE","00:00:06","7",680
35,"Noizz Food","00:00:46","8",3943
35,"Noizz Food","00:00:46","9",3984
35,"Plejada.pl","00:00:47","8",343
35,"RTP","00:00:45","49",1271
35,"DW Music","00:00:25","71",485
35,"DW Deutsch","00:00:22","20",0
35,"RTP","00:00:45","49",1266
35,"DW Business","00:00:49","54",597
34,"DW Euromaxx (Deutsch)","00:00:36","47",1767
34,"DW Reise","00:00:07","45",333
34,"Noizz Food","00:00:50","23",1835
34,"DW Business","00:00:49","52",582
34,"DW Music","00:00:28","97",1085
34,"DW Travel","00:00:28","46",461
34,"RTP","00:00:30","47",1044
34,"RTP","00:00:19","22",1396
34,"DW Euromaxx (Deutsch)","00:00:43","52",975
34,"RTP","00:00:42","24",590
34,"DW Business","00:00:49","52",585
34,"DW Euromaxx (Deutsch)","00:00:43","53",978
34,"DW Euromaxx (Deutsch)","00:00:43","52",971
34,"DW Euromaxx (Deutsch)","00:00:43","52",970
34,"DW Music","00:00:28","97",968
34,"RTP","00:00:19","22",1400
34,"DW Euromaxx (Deutsch)","00:00:36","47",1777
34,"RTP","00:00:42","24",576
34,"RTP","00:00:19","22",1398
34,"RTP","00:00:26","62",1138
34,"DW Travel","00:00:28","46",516
34,"DW Business","00:00:49","52",573
34,"DW Travel","00:00:24","54",525
34,"DW Euromaxx (Deutsch)","00:00:36","47",1775
33,"DW Reise","00:00:07","44",313
33,"DW Reise","00:00:28","46",385
33,"DW Travel","00:00:29","42",504
32,"DW Reise","00:00:24","139",1565
32,"DW Deutsche Welle","00:00:11","10",779
31,"DW Global Ideas","00:00:22","48",1495
31,"DW Euromaxx (Deutsch)","00:00:28","36",910
31,"DW Music","00:00:28","45",422
31,"DW Euromaxx (Deutsch)","00:00:26","60",1723
31,"DW Global Ideas","00:00:22","48",1512
31,"Onet Sport","00:00:34","33",1748
31,"DW Music","00:00:26","62",311
31,"DW Global Ideas","00:00:22","48",1503
31,"DW Global Ideas","00:00:47","43",860
31,"DW Music","00:00:26","62",316
31,"DW Global Ideas","00:00:22","48",1507
31,"DW Music","00:00:28","45",416
31,"RTP","00:00:18","43",1225
31,"RTP","00:00:26","41",681
31,"DW Music","00:00:28","45",406
31,"DW Music","00:00:28","45",417
31,"DW Global Ideas","00:00:22","48",1516
31,"RTP","00:00:18","43",1232
31,"DW Music","00:00:28","45",409
31,"DW Music","00:00:28","45",403
31,"DW Global Ideas","00:00:47","43",846
31,"RTP","00:00:18","43",1235
31,"RTP","00:00:33","46",1546
31,"RTP","00:00:33","46",1550
31,"DW Music","00:00:26","62",312
31,"DW Euromaxx (Deutsch)","00:00:28","36",895
31,"DW Music","00:00:26","61",287
31,"DW Euromaxx (Deutsch)","00:00:28","36",907
30,"DW Music","00:00:28","44",391
30,"DW Global Ideas","00:00:22","47",1487
30,"DW Global Ideas","00:00:47","42",732
30,"RTP","00:00:37","43",1304
30,"RTP","00:00:33","45",1534
30,"RTP","00:00:37","43",1300
30,"RTP","00:00:33","45",1533
30,"DW Deutsch","00:00:26","103",1081
30,"RTP","00:00:37","43",1302
30,"Pas 2 Quartier","00:00:28","19",439
30,"Pas 2 Quartier","00:00:28","19",440
30,"RTP","00:00:37","43",1308
30,"RTP","00:00:33","45",1542
30,"RTP","00:00:33","45",1528
30,"Pas 2 Quartier","00:00:28","19",438
30,"DW Global Ideas","00:00:22","47",1491
30,"RTP","00:00:37","43",1311
30,"DW Music","00:00:26","58",263
30,"RTP","00:00:50","22",780
30,"NOIZZ.pl","00:00:45","10",737
30,"RTP","00:00:28","20",693
30,"DW Global Ideas","00:00:47","42",835
30,"RTP","00:00:33","45",1532
30,"DW Reise","00:00:08","51",458
30,"Noizz Food","00:00:37","55",10380
29,"DW Travel","00:00:50","40",928
29,"DW Travel","00:00:50","35",529
29,"DW Travel","00:00:50","40",868
29,"DW Euromaxx (Deutsch)","00:00:28","34",800
29,"DW Travel","00:00:50","35",548
29,"DW Travel","00:00:50","40",916
29,"DW Travel","00:00:50","40",855
29,"DW Travel","00:00:50","35",551
29,"RTP","00:00:37","42",1291
29,"DW Travel","00:00:50","35",560
29,"DW Euromaxx (Deutsch)","00:00:47","37",1019
29,"RTP","00:00:37","42",1296
29,"DW Travel","00:00:50","40",910
28,"RTP","00:00:38","44",1528
28,"DW Music","00:00:23","40",847
28,"DW Business","00:00:23","41",607
28,"DW Polski","00:00:47","19",420
28,"DW Business","00:00:33","45",596
28,"Onet Podróże","00:00:44","4",1195
28,"DW Business","00:00:23","41",611
28,"DW Stories","00:00:44","47",1246
28,"Noizz Food","00:00:50","13",2190
28,"DW Polski","00:00:41","19",457
28,"DW Stories","00:00:44","47",1240
28,"RTP","00:00:38","45",1527
28,"RFI","00:00:50","33",968
28,"DW Travel","00:00:50","39",844
28,"DW Global Ideas","00:00:47","40",632
28,"DW Română","00:00:42","7",1530
28,"DW Business","00:00:23","40",580
28,"DW Business","00:00:33","45",604
28,"DW Business","00:00:23","41",599
28,"DW Business","00:00:33","45",583
28,"ZEIT ONLINE","00:00:35","5",860
28,"RTP","00:00:22","37",843
28,"DW Travel","00:00:50","34",495
28,"DW Business","00:00:23","41",606
28,"DW Stories","00:00:37","23",786
28,"DW Business","00:00:23","41",591
28,"DW Stories","00:00:37","23",785
28,"DW Polski","00:00:35","8",63
28,"ZEIT ONLINE","00:00:06","6",919
28,"ZEIT ONLINE","00:00:40","7",832
28,"Onet Kultura","00:00:22","5",305
28,"DW Stories","00:00:44","48",1255
28,"DW Stories","00:00:37","23",789
28,"DW Music","00:00:50","48",687
28,"DW Music","00:00:23","40",853
28,"DW Music","00:00:23","40",845
28,"DW Travel","00:00:50","39",838
28,"RTP","00:00:26","37",577
28,"RTP","00:00:27","36",1226
28,"DW Business","00:00:23","41",604
28,"Noizz Food","00:00:30","12",3946
28,"DW Stories","00:00:44","47",1245
28,"DW Stories","00:00:44","47",1242
28,"NOIZZ.pl","00:00:45","5",1008
27,"Noizz Food","00:00:50","17",3138
27,"DW Music","00:00:42","48",358
27,"DW Travel","00:00:25","31",479
27,"DW Music","00:00:42","48",359
27,"DW Euromaxx (Deutsch)","00:00:29","53",828
27,"DW Euromaxx (Deutsch)","00:00:29","53",835
27,"RTP","00:00:27","35",1204
27,"DW Euromaxx (Deutsch)","00:00:29","53",841
27,"DW Travel","00:00:25","29",461
27,"DW Euromaxx (Deutsch)","00:00:29","53",803
27,"Noizz Food","00:00:37","50",9188
26,"RTP","00:00:27","34",1162
26,"RTP","00:00:40","36",1244
26,"RTP","00:00:40","36",1251
26,"DW Travel","00:00:25","29",477
26,"DW Business","00:00:33","42",501
26,"RTP","00:00:40","36",1247
26,"RTP","00:00:40","36",1243
26,"RTP","00:00:40","36",1246
26,"RTP","00:00:40","36",1248
26,"RTP","00:00:40","36",1256
25,"DW Reise","00:00:50","31",1030
25,"DW Reise","00:00:50","31",1082
25,"DW Euromaxx (Deutsch)","00:00:29","51",728
25,"DW Travel","00:00:25","27",450
25,"DW Reise","00:00:50","31",979
25,"DW Reise","00:00:50","31",1117
25,"DW Travel","00:00:50","31",446
25,"DW Reise","00:00:50","31",1070
25,"RTP","00:00:26","40",755
25,"DW Travel","00:00:25","25",417
25,"DW Reise","00:00:50","31",1013
24,"DW Deutsch","00:00:26","91",865
24,"DW Euromaxx (Deutsch)","00:00:32","44",643
24,"DW Music","00:00:25","48",165
24,"DW Euromaxx (Deutsch)","00:00:28","30",872
24,"RTP","00:00:27","15",880
24,"RTP","00:00:28","30",881
24,"RTP","00:00:28","30",885
24,"DW Euromaxx (Deutsch)","00:00:28","29",574
24,"DW Culture","00:00:34","29",837
24,"DW Reise","00:00:07","45",700
24,"DW Travel","00:00:25","25",467
24,"DW Euromaxx (Deutsch)","00:00:28","30",882
24,"ZEIT ONLINE","00:00:20","8",648
24,"DW Music","00:00:50","13",506
24,"DW Deutsche Welle","00:00:35","7",539
24,"DW Euromaxx (Deutsch)","00:00:32","44",645
24,"RTP","00:00:28","30",876
24,"DW Euromaxx (Deutsch)","00:00:28","30",884
24,"DW Music","00:00:26","43",187
24,"RTP","00:00:43","28",942
24,"RTP","00:00:28","30",897
24,"DW Travel","00:00:25","25",342
24,"DW Euromaxx (Deutsch)","00:00:28","30",862
24,"RTP","00:00:48","36",1156
24,"DW Travel","00:00:25","25",424
24,"RTP","00:00:28","30",886
24,"RTP","00:00:28","30",893
24,"RTP","00:00:28","30",888
24,"DW Euromaxx (Deutsch)","00:00:28","30",833
24,"DW Euromaxx (Deutsch)","00:00:28","30",854
24,"DW Euromaxx (Deutsch)","00:00:28","30",888
23,"DW Polski","00:00:44","102",6822
23,"DW Travel","00:00:29","29",290
23,"DW Travel","00:00:29","29",304
23,"DW Travel","00:00:24","29",664
23,"DW Travel","00:00:29","29",297
23,"DW Culture","00:00:34","28",810
23,"DW Culture","00:00:34","28",834
23,"DW Travel","00:00:29","29",289
23,"RTP","00:00:26","31",469
23,"DW Travel","00:00:24","29",663
23,"DW Polski","00:00:44","102",6826
23,"DW Culture","00:00:34","28",817
23,"DW Travel","00:00:29","29",308
23,"Noizz Food","00:00:37","44",7877
23,"DW Reise","00:00:07","44",697
23,"DW Reise","00:00:50","29",957
23,"DW Travel","00:00:25","24",420
23,"DW Polski","00:00:44","103",6817
23,"DW Culture","00:00:34","28",811
23,"DW Polski","00:00:44","103",6820
23,"RTP","00:00:33","37",632
23,"DW Travel","00:00:29","29",303
23,"DW Polski","00:00:44","103",6821
23,"DW Culture","00:00:34","28",798
23,"DW Music","00:00:25","50",315
23,"DW Culture","00:00:34","28",832
23,"DW Travel","00:00:24","29",669
23,"DW Travel","00:00:29","29",296
22,"Noizz Food","00:00:49","41",5260
22,"DW Euromaxx (Deutsch)","00:00:33","39",723
22,"DW Euromaxx (Deutsch)","00:00:33","39",730
22,"DW Euromaxx (Deutsch)","00:00:33","38",716
22,"DW Travel","00:00:24","27",613
22,"DW Euromaxx (Deutsch)","00:00:33","39",726
22,"DW Travel","00:00:24","27",544
22,"RTP","00:00:35","26",732
21,"RTP Play","00:00:18","3",103
21,"DW Euromaxx (Deutsch)","00:00:33","35",695
21,"RTP Play","00:00:45","28",1245
21,"Noizz Food","00:00:49","33",6511
21,"RTP","00:00:35","24",712
21,"RFI Romania","00:00:43","4",363
21,"RTP Play","00:00:45","28",1102
21,"ZEIT ONLINE","00:00:06","5",579
21,"Onet Kultura","00:00:36","3",984
21,"ZEIT ONLINE","00:00:06","3",659
21,"RTP","00:00:35","24",702
21,"RTP","00:00:35","24",710
21,"RTP Play","00:00:45","28",1193
