"likes","page_name","video_length","total_interactions","post_views"
791,"DW Euromaxx","00:00:33","2,935",44534
785,"DW News","00:00:43","1,230",84225
784,"DW Culture","00:00:43","177",2849
782,"DW Culture","00:00:36","1,253",31041
780,"DW Music","00:00:30","178",30747
778,"DW Travel","00:00:43","621",3371
777,"RTP Play","00:00:23","323",5717
777,"DW Travel","00:00:17","164",1621
777,"DW Culture","00:00:32","147",2711
774,"DW Reise","00:00:05","185",1760
770,"DW Euromaxx (Deutsch)","00:00:32","144",5985
770,"DW Travel","00:00:05","145",1353
764,"DW Reise","00:00:11","335",4615
763,"DW Reise","00:00:17","169",4074
763,"DW Music","00:00:29","241",1180
763,"DW Travel","00:00:09","168",832
763,"DW Travel","00:00:09","153",901
756,"DW Music","00:00:26","288",3492
751,"DW Culture","00:00:36","1,173",30742
750,"DW Travel","00:00:29","183",919
749,"DW Business","00:00:47","212",5574
746,"DW Culture","00:00:36","1,166",30657
742,"DW Travel","00:00:07","160",1090
742,"DW Culture","00:00:27","183",1261
742,"DW Travel","00:00:08","195",1996
742,"DW Euromaxx","00:00:24","207",6603
739,"FRANCE 24","00:00:49","1,018",24722
738,"DW Travel","00:00:11","188",1964
735,"DW Music","00:00:35","483",14364
735,"FRANCE 24 English","00:00:34","330",8614
726,"DW Reise","00:00:11","195",2317
721,"DW Culture","00:00:30","125",2470
721,"DW Bundesliga Kick off","00:00:29","152",1641
720,"DW Travel","00:00:06","140",1952
719,"FRANCE 24","00:00:49","992",24000
714,"DW Travel","00:00:06","193",1044
714,"DW Euromaxx","00:00:37","151",1681
714,"DW Euromaxx (Deutsch)","00:00:41","163",959
714,"DW Travel","00:00:10","149",1113
714,"DW Travel","00:00:10","126",5769
710,"FRANCE 24","00:00:30","377",5645
708,"DW Reise","00:00:13","194",1177
707,"DW Reise","00:00:05","149",1783
707,"DW Euromaxx","00:00:25","122",4394
705,"RTP","00:00:45","1,007",59775
700,"DW Culture","00:00:36","1,091",28705
700,"DW Travel","00:00:09","155",877
696,"DW News","00:00:44","347",5612
687,"DW Culture","00:00:30","346",14703
686,"DW Euromaxx (Deutsch)","00:00:23","147",2971
686,"DW Business","00:00:47","141",2213
684,"DW Euromaxx (Deutsch)","00:00:30","290",27096
683,"DW News","00:00:28","1,450",15078
682,"DW News","00:00:28","1,453",15116
682,"DW News","00:00:28","1,455",15129
679,"DW Culture","00:00:28","150",1960
678,"RTP Play","00:00:27","399",5552
675,"RTP","00:00:45","961",57425
674,"RTP","00:00:45","959",57335
672,"DW Euromaxx","00:00:13","241",3989
672,"DW Bundesliga Kick off","00:00:05","159",602
672,"DW News","00:00:47","321",6415
672,"DW Euromaxx","00:00:35","1,055",165587
665,"DW Euromaxx","00:00:35","1,040",155607
665,"DW Euromaxx (Deutsch)","00:00:42","156",4036
665,"RTP Play","00:00:50","350",5368
665,"RFI","00:00:46","143",4841
665,"DW Euromaxx","00:00:35","1,041",156991
662,"DW Euromaxx","00:00:45","1,007",29036
661,"DW Euromaxx","00:00:35","1,032",149605
660,"DW Travel","00:00:04","177",738
658,"DW Travel","00:00:09","126",1612
658,"DW Culture","00:00:29","151",2768
655,"DW News","00:00:28","1,422",13249
654,"DW Euromaxx","00:00:35","1,024",147538
651,"DW Culture","00:00:23","127",2433
651,"DW Euromaxx","00:00:26","130",5829
651,"RFI","00:00:43","105",3127
649,"DW Euromaxx","00:00:35","1,014",144266
648,"DW Reise","00:00:06","153",2496
644,"DW Travel","00:00:09","142",1476
644,"DW Bundesliga Kick off","00:00:30","113",3016
644,"DW Euromaxx","00:00:35","1,008",142135
643,"RTP","00:00:45","919",56207
637,"RTP","00:00:28","150",2742
637,"RTP Play","00:00:13","330",5175
637,"RTP","00:00:44","134",2208
632,"RTP","00:00:45","905",55838
623,"DW News","00:00:28","1,368",11563
621,"RTP","00:00:45","892",55405
616,"DW Culture","00:00:36","217",17381
616,"DW News","00:00:44","140",3568
616,"DW Travel","00:00:25","148",3492
616,"RFI","00:00:35","105",2883
614,"DW Euromaxx","00:00:48","491",15697
612,"DW Travel","00:00:10","770",79817
612,"DW Euromaxx","00:00:36","896",41855
609,"DW Reise","00:00:34","127",1620
609,"FRANCE 24 English","00:00:25","192",4189
609,"DW Euromaxx (Deutsch)","00:00:40","141",1742
608,"DW Travel","00:00:35","772",77805
608,"DW Euromaxx","00:00:36","890",41483
607,"DW Travel","00:00:35","770",77689
607,"DW Euromaxx","00:00:36","888",41339
606,"DW Travel","00:00:35","769",77639
606,"DW Travel","00:00:10","160",1454
604,"RTP","00:00:45","863",54549
600,"DW Travel","00:00:29","155",1108
599,"DW Euromaxx","00:00:36","879",41189
596,"DW Euromaxx","00:00:36","876",41042
595,"DW Reise","00:00:09","139",707
594,"DW Euromaxx","00:00:36","874",40950
591,"DW Euromaxx","00:00:36","871",40876
588,"DW Euromaxx","00:00:34","149",2821
587,"DW Travel","00:00:35","741",75572
585,"FRANCE 24","00:00:23","317",12243
582,"DW Euromaxx","00:00:12","217",4114
581,"DW Reise","00:00:10","117",1352
581,"DW Culture","00:00:29","134",1313
581,"RTP","00:00:31","123",3975
581,"DW Business","00:00:23","138",2692
580,"DW Bundesliga Kick off","00:00:30","488",5359
580,"DW Reise","00:00:14","198",1869
580,"DW Euromaxx","00:00:41","1,042",6943
576,"DW Euromaxx","00:00:41","1,039",6909
575,"DW Euromaxx","00:00:41","1,037",6887
575,"DW Euromaxx","00:00:41","1,037",6876
574,"DW Reise","00:00:09","126",1652
574,"DW Euromaxx","00:00:41","1,036",6864
574,"RTP","00:00:29","158",4579
574,"DW Culture","00:00:47","127",1580
573,"DW Reise","00:00:11","335",4614
570,"DW Travel","00:00:18","129",1222
569,"DW Euromaxx (Deutsch)","00:00:45","752",24781
564,"DW Euromaxx","00:00:32","278",1734
564,"DW Travel","00:00:49","174",1026
560,"DW Culture","00:00:48","130",1044
559,"DW News","00:00:26","1,312",10664
558,"DW Travel","00:00:34","127",1604
554,"RTP Play","00:00:42","1,243",61940
553,"DW Deutsch","00:00:30","176",2240
552,"DW Culture","00:00:48","138",3358
546,"DW Euromaxx (Deutsch)","00:00:24","116",1060
546,"DW Euromaxx (Deutsch)","00:00:37","85",7322
546,"DW Culture","00:00:36","863",23131
546,"RTP Play","00:00:42","1,222",59056
546,"DW Reise","00:00:10","126",931
546,"DW Euromaxx","00:00:28","145",2950
546,"DW Reise","00:00:07","136",1007
546,"DW Business","00:00:27","154",2068
545,"DW Culture","00:00:32","676",9068
545,"DW News","00:00:28","1,206",9362
541,"RTP Play","00:00:42","1,215",58591
540,"DW Euromaxx","00:00:36","147",5916
540,"DW Euromaxx","00:00:11","122",1791
539,"DW Travel","00:00:06","123",1060
539,"DW Travel","00:00:28","148",2464
539,"DW Reise","00:00:34","122",1246
539,"DW Travel","00:00:11","97",1257
538,"DW Travel","00:00:30","807",6653
536,"RTP Play","00:00:42","1,205",57423
534,"DW Travel","00:00:07","126",807
532,"DW Euromaxx (Deutsch)","00:00:26","107",2333
532,"DW Reise","00:00:07","119",856
531,"DW Euromaxx","00:00:43","981",8271
530,"DW Euromaxx","00:00:43","978",8145
528,"DW Travel","00:00:13","157",1131
528,"DW Euromaxx","00:00:30","153",1479
528,"FRANCE 24","00:00:35","208",6173
528,"DW Euromaxx","00:00:43","975",8110
525,"DW Travel","00:00:49","96",1980
525,"DW Euromaxx (Deutsch)","00:00:46","105",1190
525,"DW Euromaxx (Deutsch)","00:00:32","98",16842
525,"DW Business","00:00:35","92",1724
525,"DW Deutsch","00:00:41","588",8467
525,"DW Euromaxx","00:00:26","112",2465
525,"DW Reise","00:00:06","165",1297
524,"DW Culture","00:00:35","699",11705
522,"DW News","00:00:04","398",3962
522,"DW Euromaxx","00:00:13","174",1838
518,"DW Music","00:00:28","139",795
518,"DW Euromaxx (Deutsch)","00:00:48","121",1103
518,"DW Euromaxx (Deutsch)","00:00:41","110",3797
518,"DW Travel","00:00:45","98",1507
518,"DW Reise","00:00:28","114",684
518,"DW Euromaxx (Deutsch)","00:00:23","123",1084
518,"RTP Play","00:00:42","1,169",53673
518,"DW Deutsch","00:00:29","113",2556
512,"DW Travel","00:00:10","394",1626
511,"DW Euromaxx (Deutsch)","00:00:34","101",2110
511,"DW Reise","00:00:06","135",952
511,"DW Music","00:00:27","124",783
511,"DW Culture","00:00:37","139",1525
511,"DW Travel","00:00:10","121",1287
510,"DW Euromaxx","00:00:34","118",2073
510,"DW Travel","00:00:40","237",3744
506,"DW Euromaxx","00:00:27","768",14929
506,"DW News","00:00:48","1,248",30155
504,"DW Reise","00:00:08","133",1569
504,"Konbini news","00:00:43","617",31655
504,"DW Reise","00:00:07","103",727
504,"DW Travel","00:00:08","222",4014
504,"DW Euromaxx (Deutsch)","00:00:50","117",1446
504,"Onet Sport","00:00:43","105",4415
498,"DW News","00:00:48","1,226",29031
497,"DW Music","00:00:27","124",1501
497,"DW Reise","00:00:11","102",1442
497,"DW Bundesliga Kick off","00:00:37","91",2157
497,"DW Reise","00:00:09","100",763
491,"DW Business","00:00:35","730",8259
490,"DW Reise","00:00:07","89",541
490,"DW Music","00:00:35","483",14368
490,"DW Music","00:00:38","133",1340
490,"DW Culture","00:00:27","108",2221
490,"DW Music","00:00:25","121",765
490,"RFI","00:00:27","75",2658
490,"DW Euromaxx (Deutsch)","00:00:45","129",1598
485,"DW News","00:00:48","1,189",27799
484,"DW Culture","00:00:08","183",2690
483,"DW Reise","00:00:46","91",666
483,"DW Reise","00:00:42","93",3618
483,"Noizz Food","00:00:47","126",14584
483,"RFI","00:00:30","82",4030
480,"DW Business","00:00:19","1,021",28666
476,"DW Global Ideas","00:00:46","127",3143
476,"DW Reise","00:00:07","89",612
476,"DW Music","00:00:26","148",1987
476,"DW Culture","00:00:26","107",2557
475,"DW Travel","00:00:15","702",6330
475,"DW Euromaxx","00:00:45","736",16028
474,"DW Travel","00:00:29","107",1662
474,"DW News","00:00:47","1,376",13927
474,"DW Travel","00:00:19","769",3377
469,"ZEIT ONLINE","00:00:50","157",7568
462,"DW Travel","00:00:30","582",13195
462,"DW Culture","00:00:29","112",1465
462,"DW Music","00:00:43","119",2336
462,"DW Culture","00:00:42","94",1488
462,"DW Music","00:00:28","160",1373
457,"DW Business","00:00:35","681",7714
456,"DW Euromaxx (Deutsch)","00:00:07","173",1244
455,"DW Reise","00:00:34","176",2499
448,"DW Culture","00:00:36","181",2423
448,"RFI","00:00:44","67",2209
448,"DW Culture","00:00:49","112",1276
448,"DW Reise","00:00:13","112",965
448,"DW Euromaxx (Deutsch)","00:00:26","96",1304
448,"RTP","00:00:26","81",2720
448,"RTP","00:00:47","595",10507
444,"DW Euromaxx","00:00:18","103",2046
444,"DW Travel","00:00:27","90",590
441,"DW Euromaxx (Deutsch)","00:00:45","102",1995
434,"DW Travel","00:00:12","87",1284
434,"DW Polski","00:00:37","293",49826
433,"RTP","00:00:31","628",23374
432,"DW Euromaxx","00:00:34","109",2823
431,"DW Culture","00:00:41","619",27223
430,"RTP","00:00:31","622",22978
429,"RTP","00:00:31","619",22790
429,"DW Culture","00:00:36","605",9721
429,"RTP","00:00:31","618",22535
427,"DW Culture","00:00:28","129",1359
427,"DW Reise","00:00:09","103",1337
427,"Noizz Food","00:00:47","145",28233
426,"RTP Play","00:00:46","659",27474
425,"RTP","00:00:31","612",22288
424,"DW Culture","00:00:36","599",9633
424,"RTP","00:00:31","611",21940
423,"DW Culture","00:00:36","592",9509
423,"DW Culture","00:00:36","592",9547
423,"DW News","00:00:04","638",5460
423,"RTP","00:00:31","610",21847
422,"DW Culture","00:00:36","593",9609
421,"DW Culture","00:00:36","590",9486
420,"DW Reise","00:00:06","83",895
420,"FRANCE 24 English","00:00:23","82",2743
420,"RTP","00:00:23","119",2358
417,"DW Culture","00:00:36","585",9357
413,"DW Bundesliga Kick off","00:00:48","79",1028
413,"DW Travel","00:00:26","85",747
413,"DW Culture","00:00:24","88",1336
413,"DW Travel","00:00:30","522",10662
410,"DW Stories","00:00:50","284",185862
410,"RTP Play","00:00:09","620",7571
410,"DW Stories","00:00:50","284",185866
410,"DW Stories","00:00:50","284",185863
407,"RTP Play","00:00:46","631",26553
406,"DW Travel","00:00:13","118",1487
406,"DW Travel","00:00:29","80",937
406,"DW Culture","00:00:50","80",2466
406,"DW Culture","00:00:42","1,162",17424
406,"DW Reise","00:00:09","78",562
406,"DW Culture","00:00:42","80",2673
405,"DW Travel","00:00:40","699",9075
405,"DW Culture","00:00:42","1,160",17394
405,"DW Culture","00:00:42","1,161",17386
404,"DW Culture","00:00:42","1,150",17059
403,"DW Culture","00:00:42","1,151",17208
403,"RTP Play","00:00:46","622",26056
403,"DW Culture","00:00:42","1,156",17293
403,"DW Culture","00:00:42","1,149",17141
400,"DW Travel","00:00:11","140",1045
400,"DW Travel","00:00:14","139",1502
399,"RTP","00:00:32","75",1609
399,"DW Travel","00:00:24","74",2431
398,"DW Euromaxx","00:00:47","627",11579
398,"DW Travel","00:00:25","709",7491
396,"DW Reise","00:00:10","526",12533
392,"DW Euromaxx","00:00:47","621",11508
392,"RFI","00:00:49","64",1573
392,"DW Business","00:00:24","322",2081
392,"RTP","00:00:20","73",2302
392,"DW Music","00:00:23","94",464
389,"RTP Play","00:00:46","600",25340
389,"DW Euromaxx","00:00:42","1,132",14279
389,"DW Travel","00:00:43","621",3368
389,"DW Travel","00:00:43","621",3364
389,"DW Travel","00:00:43","620",3359
389,"DW Travel","00:00:43","620",3361
389,"DW Euromaxx","00:00:42","1,134",14314
389,"DW Travel","00:00:43","621",3365
389,"DW Travel","00:00:30","494",9140
389,"DW Euromaxx","00:00:42","1,134",14323
388,"DW Euromaxx","00:00:42","1,132",14303
387,"DW News","00:00:04","593",4935
387,"DW Euromaxx","00:00:42","1,130",14251
386,"DW Euromaxx","00:00:42","1,129",14224
385,"DW Culture","00:00:30","140",2932
385,"DW Euromaxx (Deutsch)","00:00:30","59",30862
385,"RTP","00:00:32","70",1853
384,"DW Reise","00:00:10","104",1034
384,"DW Reise","00:00:10","143",695
383,"DW Euromaxx","00:00:42","1,123",14188
381,"DW Euromaxx (Deutsch)","00:00:35","160",6687
378,"RTP","00:00:33","81",2109
378,"DW Travel","00:00:40","655",8664
378,"DW Culture","00:00:50","174",6209
378,"DW Euromaxx (Deutsch)","00:00:48","89",3846
378,"DW Reise","00:00:04","81",427
372,"DW Reise","00:00:40","127",2367
371,"DW Travel","00:00:30","58",531
371,"DW Travel","00:00:06","104",2065
371,"DW Business","00:00:43","101",2580
371,"DW Euromaxx (Deutsch)","00:00:39","84",4394
371,"DW Euromaxx","00:00:47","598",11132
368,"DW Travel","00:00:27","136",1054
368,"DW Travel","00:00:10","579",2978
368,"DW Travel","00:00:40","640",8519
366,"DW Travel","00:00:13","96",2068
364,"DW Euromaxx (Deutsch)","00:00:37","61",62407
364,"DW Euromaxx (Deutsch)","00:00:37","67",1820
364,"FRANCE 24 English","00:00:45","97",5619
364,"DW Music","00:00:34","90",2913
364,"DW Euromaxx","00:00:29","153",2121
360,"RTP Play","00:00:46","553",23542
357,"RTP","00:00:14","88",1078
357,"DW Euromaxx (Deutsch)","00:00:29","99",957
355,"DW Culture","00:00:49","127",879
354,"RTP","00:00:21","78",1897
350,"DW Travel","00:00:29","67",693
350,"DW Reise","00:00:49","86",464
350,"DW Culture","00:00:27","74",1774
349,"DW Travel","00:00:40","607",8174
348,"DW Euromaxx","00:00:40","156",3575
348,"DW Travel","00:00:10","470",5017
344,"DW Euromaxx (Deutsch)","00:00:36","464",65017
344,"DW Euromaxx (Deutsch)","00:00:36","463",65001
344,"DW Euromaxx (Deutsch)","00:00:36","464",65021
344,"DW Euromaxx (Deutsch)","00:00:36","464",65020
344,"DW Euromaxx (Deutsch)","00:00:36","464",65023
344,"DW Euromaxx (Deutsch)","00:00:36","464",65008
344,"DW Euromaxx (Deutsch)","00:00:36","464",65012
343,"DW Travel","00:00:29","75",773
343,"DW Travel","00:00:29","60",528
343,"DW Deutsch","00:00:50","584",3501
343,"RFI","00:00:43","54",961
343,"DW Bundesliga Kick off","00:00:31","67",591
343,"DW Music","00:00:25","95",412
340,"DW News","00:00:26","888",6554
340,"DW Travel","00:00:23","435",5747
339,"DW Euromaxx","00:00:47","559",10323
338,"DW News","00:00:47","999",8969
336,"DW Euromaxx (Deutsch)","00:00:29","69",1212
336,"DW Reise","00:00:45","64",1395
331,"DW Travel","00:00:40","563",7794
331,"DW Culture","00:00:30","420",56296
329,"DW Reise","00:00:13","83",1196
329,"DW Culture","00:00:32","66",1596
329,"DW Culture","00:00:23","65",2816
329,"DW Euromaxx","00:00:40","609",5123
327,"DW Euromaxx","00:00:40","602",5044
327,"DW Culture","00:00:30","413",55455
324,"RTP Play","00:00:27","314",3326
322,"DW Euromaxx","00:00:40","595",4983
322,"DW Culture","00:00:26","111",3131
322,"DW Bundesliga Kick off","00:00:18","60",486
322,"DW Euromaxx (Deutsch)","00:00:13","84",1070
322,"DW Culture","00:00:34","86",688
322,"DW Reise","00:00:06","102",2378
321,"DW Euromaxx","00:00:42","420",19142
320,"DW Travel","00:00:30","418",6027
318,"DW Reise","00:00:13","79",1329
315,"DW Euromaxx (Deutsch)","00:00:29","55",1118
315,"RTP","00:00:41","55",1499
315,"DW Travel","00:00:17","80",2508
315,"DW Euromaxx","00:00:47","531",9468
315,"Noizz Food","00:00:47","67",5188
315,"ENTR fr","00:00:34","67",56933
312,"DW Euromaxx (Deutsch)","00:00:40","535",129893
312,"DW Travel","00:00:41","85",988
311,"DW Culture","00:00:30","395",53623
311,"DW Euromaxx","00:00:27","488",6529
309,"DW Euromaxx","00:00:48","498",15953
308,"RTP","00:00:42","64",1443
308,"DW Reise","00:00:28","70",2085
308,"DW Euromaxx (Deutsch)","00:00:43","69",1209
308,"RTP","00:00:41","64",1008
307,"DW Euromaxx","00:00:48","491",15668
307,"DW Travel","00:00:30","403",5488
306,"FRANCE 24 English","00:00:36","1,135",57273
305,"DW Euromaxx","00:00:48","488",15558
305,"DW Euromaxx","00:00:48","488",15468
304,"DW Euromaxx (Deutsch)","00:00:42","91",17965
303,"DW Euromaxx","00:00:48","486",15317
301,"DW Culture","00:00:35","77",955
301,"RTP","00:00:42","62",979
301,"DW Euromaxx (Deutsch)","00:00:34","52",5655
301,"DW Culture","00:00:30","100",2633
300,"DW Music","00:00:43","75",689
300,"DW Euromaxx","00:00:40","553",4510
299,"RTP","00:00:34","393",7029
295,"RTP","00:00:34","387",6851
295,"DW Euromaxx","00:00:32","403",4940
294,"DW Bundesliga Kick off","00:00:30","493",5379
294,"DW Euromaxx (Deutsch)","00:00:31","48",5281
294,"DW Music","00:00:28","89",683
294,"DW Reise","00:00:34","65",1073
294,"DW Euromaxx (Deutsch)","00:00:30","75",580
294,"RTP","00:00:34","385",6776
294,"DW Culture","00:00:34","66",1931
294,"DW Culture","00:00:25","64",1129
294,"DW Reise","00:00:35","51",471
294,"DW Reise","00:00:06","74",1244
294,"DW Euromaxx","00:00:29","68",2156
293,"RTP","00:00:34","383",6680
290,"DW Bundesliga Kick off","00:00:30","488",5350
290,"DW Bundesliga Kick off","00:00:30","486",5337
290,"DW Reise","00:00:14","198",1867
290,"DW Euromaxx (Deutsch)","00:00:40","498",112722
289,"RTP","00:00:34","374",6539
289,"DW Euromaxx","00:00:47","488",8154
288,"DW Bundesliga Kick off","00:00:30","484",5316
287,"RTP Play","00:00:45","83",1233
287,"RTP","00:00:34","58",1277
287,"DW Travel","00:00:24","160",1503
287,"DW Music","00:00:36","63",3100
287,"FRANCE 24 English","00:00:24","63",805
285,"DW Bundesliga Kick off","00:00:30","480",5166
284,"DW Reise","00:00:11","107",968
284,"RTP","00:00:34","366",6432
280,"FRANCE 24 English","00:00:41","81",1845
280,"RTP","00:00:30","70",1909
280,"DW Travel","00:00:11","64",824
280,"DW Deutsch","00:00:23","104",1161
280,"DW Culture","00:00:37","65",581
280,"DW Culture","00:00:34","69",1407
279,"DW Euromaxx (Deutsch)","00:00:40","479",100959
278,"DW Travel","00:00:30","370",4381
276,"RTP","00:00:34","358",6305
276,"DW Travel","00:00:07","93",674
273,"DW Business","00:00:41","78",1538
273,"RTP","00:00:50","57",1004
273,"DW Euromaxx (Deutsch)","00:00:48","154",17632
273,"DW Culture","00:00:27","96",1275
273,"RTP","00:00:23","60",1372
273,"DW Euromaxx (Deutsch)","00:00:40","68",1227
272,"FRANCE 24 English","00:00:48","112",2426
271,"DW Travel","00:00:29","420",5843
270,"RTP","00:00:32","65",1784
269,"DW Travel","00:00:27","387",6290
268,"DW Euromaxx","00:00:40","511",4055
266,"DW Business","00:00:49","541",16358
266,"DW Euromaxx (Deutsch)","00:00:47","65",2662
265,"DW Business","00:00:48","406",13628
264,"DW Reise","00:00:08","88",1704
264,"DW Business","00:00:48","403",13561
264,"RTP","00:00:45","140",4714
262,"DW Business","00:00:48","399",13528
259,"RTP","00:00:34","52",1371
259,"DW Euromaxx","00:00:10","46",1393
259,"DW Reise","00:00:19","481",2003
259,"RTP","00:00:34","50",668
259,"DW Reise","00:00:48","58",693
259,"DW Travel","00:00:30","348",3999
257,"DW Travel","00:00:10","395",1631
256,"DW Business","00:00:48","393",13485
255,"DW Business","00:00:48","392",13456
255,"DW Business","00:00:41","79",1131
254,"DW Business","00:00:48","388",13415
252,"DW Business","00:00:48","386",13355
252,"RTP","00:00:31","49",1087
252,"Noizz Food","00:00:49","74",13937
252,"DW Reise","00:00:25","74",2545
252,"DW Reise","00:00:10","62",1614
252,"DW Euromaxx (Deutsch)","00:00:36","151",15317
252,"DW Reise","00:00:18","47",759
252,"DW Culture","00:00:24","47",1057
252,"DW Euromaxx (Deutsch)","00:00:17","74",808
252,"DW Reise","00:00:17","67",2276
252,"DW Travel","00:00:50","57",797
249,"DW Travel","00:00:40","422",1990
249,"DW Music","00:00:22","147",1043
247,"DW Euromaxx","00:00:43","322",34271
246,"DW Music","00:00:30","409",40127
246,"DW Music","00:00:30","409",40138
246,"DW Music","00:00:30","409",40115
246,"DW Music","00:00:30","409",40141
246,"RTP","00:00:26","116",3770
246,"DW Music","00:00:30","409",40122
246,"DW Music","00:00:30","409",40126
246,"DW Music","00:00:30","409",40144
245,"DW Euromaxx (Deutsch)","00:00:30","54",585
245,"DW Music","00:00:35","483",14369
245,"DW Euromaxx (Deutsch)","00:00:32","77",1057
245,"FRANCE 24 English","00:00:38","52",937
245,"DW Music","00:00:35","483",14360
245,"DW Music","00:00:25","72",474
244,"DW Reise","00:00:29","192",3467
243,"DW Music","00:00:30","141",5894
243,"DW Music","00:00:30","141",5889
240,"DW Reise","00:00:25","134",1868
240,"DW Reise","00:00:20","177",1285
240,"DW Reise","00:00:25","134",1865
239,"DW Culture","00:00:35","349",4961
238,"DW Culture","00:00:30","48",1645
238,"DW Business","00:00:49","455",10034
238,"DW Culture","00:00:25","50",2042
238,"DW Euromaxx (Deutsch)","00:00:49","63",547
238,"RTP","00:00:22","49",1106
238,"DW Euromaxx","00:00:19","388",3942
238,"DW Euromaxx (Deutsch)","00:00:18","46",920
238,"DW Euromaxx","00:00:19","388",3936
237,"DW Euromaxx","00:00:19","387",3929
237,"DW Euromaxx","00:00:19","387",3913
236,"DW Euromaxx","00:00:19","386",3896
236,"DW Euromaxx","00:00:19","385",3882
235,"DW Euromaxx","00:00:19","384",3868
234,"DW Euromaxx","00:00:29","51",2214
233,"DW Travel","00:00:07","352",7463
232,"RTP","00:00:36","79",1545
231,"Noizz Food","00:00:35","60",6915
231,"DW Culture","00:00:30","41",977
231,"DW Euromaxx (Deutsch)","00:00:23","52",1010
231,"DW Travel","00:00:35","46",595
231,"Noizz Food","00:00:37","47",9431
231,"DW Română","00:00:44","39",695
230,"DW Euromaxx","00:00:30","319",8777
229,"DW Reise","00:00:15","329",6110
228,"Onet Sport","00:00:42","90",6209
227,"DW Culture","00:00:30","344",11831
227,"DW Culture","00:00:30","343",11434
224,"DW Culture","00:00:34","52",1214
224,"DW Reise","00:00:11","322",6476
224,"DW Euromaxx","00:00:36","315",42142
224,"DW Euromaxx (Deutsch)","00:00:11","43",719
224,"DW Euromaxx (Deutsch)","00:00:32","61",632
224,"DW Music","00:00:16","45",742
223,"DW Culture","00:00:30","338",10302
221,"DW Reise","00:00:41","424",1492
221,"DW Culture","00:00:30","334",8626
219,"DW Music","00:00:30","96",5912
219,"DW Music","00:00:30","96",5914
217,"DW Reise","00:00:08","92",2590
217,"ENTR fr","00:00:22","204",178389
217,"DW Reise","00:00:11","321",3556
217,"DW Euromaxx (Deutsch)","00:00:13","75",2000
217,"DW Euromaxx","00:00:47","377",6004
216,"RTP","00:00:49","157",1370
216,"DW Culture","00:00:26","480",6552
216,"DW Culture","00:00:26","476",6423
215,"DW Culture","00:00:26","473",6348
215,"DW Culture","00:00:33","616",12771
215,"DW Travel","00:00:13","291",1508
214,"DW Culture","00:00:33","613",12574
214,"DW Culture","00:00:33","612",12422
212,"DW Culture","00:00:26","465",6134
211,"DW Euromaxx","00:00:36","300",40700
210,"DW Euromaxx","00:00:36","298",40629
210,"DW Culture","00:00:20","71",2335
210,"DW Music","00:00:34","61",341
210,"DW Culture","00:00:29","36",1513
210,"RTP","00:00:25","53",1746
210,"FRANCE 24 English","00:00:38","41",1166
209,"DW Travel","00:00:11","300",1317
208,"DW Culture","00:00:26","456",5818
206,"RTP Play","00:00:09","622",7697
205,"DW Euromaxx","00:00:37","272",38424
205,"DW Stories","00:00:50","284",185867
204,"DW Business","00:00:49","388",7014
204,"DW Travel","00:00:24","54",530
203,"DW Business","00:00:46","355",5083
203,"RTP","00:00:39","37",1251
203,"RTP","00:00:20","46",598
203,"DW Music","00:00:26","43",842
203,"RTP","00:00:33","42",1065
203,"DW Culture","00:00:48","53",906
203,"RTP","00:00:38","39",1269
202,"DW Culture","00:00:33","590",11318
202,"RTP Play","00:00:09","613",7471
200,"DW Culture","00:00:33","587",11046
200,"DW Bundesliga Kick off","00:00:21","151",1429
200,"DW Bundesliga Kick off","00:00:47","56",423
199,"RTP Play","00:00:09","607",7338
198,"DW Travel","00:00:29","42",506
198,"DW Culture","00:00:30","254",33597
198,"RTP Play","00:00:09","605",7218
196,"Noizz Food","00:00:48","35",5565
196,"DW Business","00:00:24","322",2080
196,"DW Reise","00:00:12","42",879
196,"DW Deutsch","00:00:27","67",975
196,"RTP","00:00:24","37",803
195,"RTP Play","00:00:09","590",6966
195,"DW Business","00:00:24","321",2075
195,"DW Business","00:00:24","321",2061
195,"DW Business","00:00:24","321",2074
195,"DW Business","00:00:24","321",2069
195,"FRANCE 24","00:00:23","316",12046
194,"DW Travel","00:00:06","285",4036
194,"DW Culture","00:00:33","574",10581
194,"DW Music","00:00:29","211",1543
194,"DW Euromaxx","00:00:29","419",5045
193,"DW Culture","00:00:26","432",5316
193,"DW Euromaxx","00:00:29","415",5005
193,"DW Euromaxx","00:00:29","415",5027
193,"DW Euromaxx","00:00:29","416",5035
192,"DW Reise","00:00:24","139",1566
192,"DW Reise","00:00:10","143",693
192,"DW Euromaxx","00:00:29","415",4980
192,"DW Euromaxx","00:00:29","415",4969
192,"DW Euromaxx","00:00:29","412",4950
192,"DW Travel","00:00:42","263",6290
191,"FRANCE 24","00:00:23","310",11468
190,"DW Euromaxx (Deutsch)","00:00:47","273",12624
189,"DW Travel","00:00:07","295",1321
189,"DW Music","00:00:29","121",1071
189,"RTP","00:00:28","51",659
189,"RTP","00:00:36","35",1279
189,"Noizz Food","00:00:37","52",5562
189,"Noizz Food","00:00:46","50",9460
189,"RTP","00:00:41","37",1796
189,"DW Music","00:00:29","121",1070
189,"RTP","00:00:32","50",1711
189,"Noizz Food","00:00:37","51",8905
188,"DW Travel","00:00:09","252",1980
187,"DW Reise","00:00:15","351",1744
